,date,disaster,province,total_cost,claims,duration,losses_day
1749,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1388.0,1,1,1388.0
1751,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",23671.0,9,2,11835.5
1756,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",44867.0,10,5,8973.4
1763,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",4073926.0,717,7,581989.4285714285
1764,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1095.0,1,1,1095.0
1765,2023-06-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",768.0,1,1,768.0
1769,2023-07-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1711863.0,164,4,427965.75
1770,2023-07-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1698.0,1,1,1698.0
1771,2023-07-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1810.0,1,1,1810.0
1772,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",2697.0,1,1,2697.0
1773,2023-08-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",169.0,1,1,169.0
1775,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",32372.0,18,2,16186.0
1776,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",15205.0,6,1,15205.0
1777,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",263.0,1,1,263.0
1784,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",87629.0,16,7,12518.42857142857
1785,2023-09-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",2007.0,1,1,2007.0
1790,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,"Rioja, La",38333.0,59,5,7666.6
1792,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,"Rioja, La",3031.0,2,2,1515.5
1793,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,"Rioja, La",1141.0,1,1,1141.0
1798,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,"Rioja, La",346208.0,359,5,69241.6
1803,2023-01-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,874774.0,133,5,174954.8
1805,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,3177.0,3,2,1588.5
1806,2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,1808.0,1,1,1808.0
1811,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,119389.0,38,5,23877.8
1812,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,2806.0,1,1,2806.0
1814,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,3099.0,2,2,1549.5
1815,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,11310.0,2,1,11310.0
1816,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,223.0,1,1,223.0
1817,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,429.0,1,1,429.0
1820,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,3973.0,12,3,1324.3333333333333
1821,2023-10-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,36.0,1,1,36.0
1822,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,257.0,1,1,257.0
1823,2023-10-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,203.0,1,1,203.0
1824,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,157.0,1,1,157.0
1825,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,220.0,1,1,220.0
1829,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,20327.0,28,4,5081.75
1830,2023-11-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,1870.0,3,1,1870.0
1831,2023-03-29,CAUSAS NATURALES/EMBATE DE MAR,Santa Cruz de Tenerife,2947.0,1,1,2947.0
1833,2023-08-13,CAUSAS NATURALES/EMBATE DE MAR,Santa Cruz de Tenerife,128908.0,5,2,64454.0
1834,2023-11-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Santa Cruz de Tenerife,9298.0,1,1,9298.0
1835,2023-12-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Santa Cruz de Tenerife,4663.0,1,1,4663.0
1836,2023-05-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,3587.0,1,1,3587.0
1838,2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7345.0,4,2,3672.5
1841,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7555.0,6,3,2518.3333333333335
1842,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1044.0,1,1,1044.0
1843,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1106.0,1,1,1106.0
1845,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,114609.0,25,2,57304.5
1849,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1318958.0,298,4,329739.5
1852,2023-09-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,24123.0,7,3,8041.0
1855,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7305.0,3,3,2435.0
1856,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1697.0,1,1,1697.0
1865,2023-01-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Segovia,32342.0,69,9,3593.5555555555557
1869,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Segovia,106367.0,173,4,26591.75
1870,2023-01-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2158.0,1,1,2158.0
1871,2023-01-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,3549.0,1,1,3549.0
1872,2023-02-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,11921.0,1,1,11921.0
1873,2023-05-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2320.0,4,1,2320.0
1875,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,76039.0,31,2,38019.5
1878,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,90327.0,28,3,30109.0
1879,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2221.0,1,1,2221.0
1883,2023-09-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,154980.0,61,4,38745.0
1885,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,214235.0,48,2,107117.5
1886,2023-09-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,4023.0,1,1,4023.0
1890,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,475623.0,120,4,118905.75
1891,2023-10-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,64041.0,7,1,64041.0
1892,2023-11-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,4214.0,1,1,4214.0
1893,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,67.0,1,1,67.0
1901,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Sevilla,31010498.0,13073,8,3876312.25
1903,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,4847.0,2,2,2423.5
1904,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,23480.0,3,1,23480.0
1905,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,10577.0,3,1,10577.0
1907,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,4407.0,4,2,2203.5
1910,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,19433.0,7,3,6477.666666666667
1911,2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,480.0,1,1,480.0
1912,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,181.0,1,1,181.0
1915,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,71466.0,23,3,23822.0
1916,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,1265.0,1,1,1265.0
1917,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,536.0,1,1,536.0
1925,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,48662.0,53,8,6082.75
1927,2023-09-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,13941.0,2,2,6970.5
1928,2023-10-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,1471.0,2,1,1471.0
1929,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,363.0,1,1,363.0
1930,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,189.0,1,1,189.0
1935,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,81900.0,106,5,16380.0
1936,2023-01-20,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,744.0,1,1,744.0
1937,2023-02-07,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,4407.0,1,1,4407.0
1938,2023-10-16,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,458.0,2,1,458.0
1940,2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,267280.0,7,2,133640.0
1941,2023-02-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,6833.0,1,1,6833.0
1942,2023-02-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2135.0,1,1,2135.0
1943,2023-02-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2781.0,2,1,2781.0
1944,2023-05-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,15932.0,5,1,15932.0
1945,2023-05-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1400.0,1,1,1400.0
1947,2023-05-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,15490.0,2,2,7745.0
1948,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,510.0,1,1,510.0
1949,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,10107.0,4,1,10107.0
1950,2023-06-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,300.0,1,1,300.0
1951,2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,200.0,1,1,200.0
1952,2023-07-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,2642.0,1,1,2642.0
1953,2023-07-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,7616.0,3,1,7616.0
1955,2023-08-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,60668.0,2,2,30334.0
1956,2023-08-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,9066.0,1,1,9066.0
1958,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,9916.0,6,2,4958.0
1965,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,4274048.0,783,7,610578.2857142857
1969,2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,23059.0,8,4,5764.75
1976,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,915965.0,221,7,130852.14285714286
1977,2023-09-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1100.0,1,1,1100.0
1978,2023-10-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,6609.0,2,1,6609.0
1979,2023-10-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,1693.0,1,1,1693.0
1985,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,740091.0,279,6,123348.5
