,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
815,2023-10-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,7380.0,1,[16650],1,7380.0
817,2023-10-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Desconocido,35038.0,25,"[14547, 14110, 41719]",2,17519.0
819,2023-08-03,CAUSAS NATURALES/EMBATE DE MAR,Gipuzkoa,20685.0,3,"[20002, 20003]",2,10342.5
820,2023-05-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,288667.0,23,"[20130, 20493, 20128, 20128, 20128, 20140, 20128, 20120, 20120, 20120, 20128, 20130, 20115, 20115, 20120, 20140, 20128, 20120, 20491, 20120, 20120, 20120, 20018]",1,288667.0
821,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,8809.0,1,[20578],1,8809.0
823,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,75622.0,26,"[20800, 20740, 20870, 20590, 20110, 20500, 20570]",2,37811.0
825,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,18180.0,7,"[20100, 20870, 20400, 20850, 20829]",2,9090.0
829,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,58795.0,16,"[20130, 20002, 20100, 20809, 20810, 20110, 20750, 20015, 20280, 20600]",4,14698.75
831,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,23067.0,9,"[20600, 20110, 20830]",2,11533.5
833,2023-10-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,15079.0,2,"[20700, 20110]",2,7539.5
834,2023-10-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,3422.0,1,[20015],1,3422.0
841,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,657807.0,532,"[20100, 20110, 20115, 20120, 20001, 20002, 20130, 20004, 20005, 20006, 20007, 20008, 20009, 20010, 20011, 20012, 20013, 20014, 20015, 20140, 20017, 20018, 20016, 20280, 20003, 20159, 20800, 20160, 20036, 20809, 20810, 20170, 20300, 20301, 20302, 20303, 20304, 20305, 20180]",7,93972.42857142857
843,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,1344.0,8,"[20100, 20010, 20170, 20301, 20014, 20015, 20305, 20017]",2,672.0
846,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,7458.0,6,"[20400, 20210, 20247]",3,2486.0
848,2023-10-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,463.0,2,"[20400, 20211]",2,231.5
853,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,1095198.0,942,"[20490, 20491, 20494, 20495, 20496, 20500, 20001, 20002, 20003, 20004, 20005, 20006, 20007, 20008, 20009, 20010, 20011, 20012, 20013, 20014, 20015, 20017, 20018, 20540, 20550, 20560, 20568, 20569, 20570, 20577, 20578, 20600, 20100, 20110, 20115, 20120, 20128, 20130, 20140, 20150, 20159, 20160, 20170, 20690, 20180, 20700, 20709, 20200, 20720, 20210, 20211, 20212, 20213, 20214, 20215, 20216, 20217, 20730, 20738, 20739, 20740, 20230, 20749, 20750, 20240, 20759, 20247, 20249, 20250, 20268, 20269, 20270, 20280, 20800, 20808, 20809, 20810, 20300, 20301, 20302, 20303, 20304, 20305, 20820, 20829, 20830, 20850, 20870, 20400]",5,219039.6
854,2023-01-17,CAUSAS NATURALES/EMBATE DE MAR,Girona,6361.0,1,[17320],1,6361.0
855,2023-02-07,CAUSAS NATURALES/EMBATE DE MAR,Girona,424.0,1,[17130],1,424.0
856,2023-09-22,CAUSAS NATURALES/EMBATE DE MAR,Girona,4687.0,1,[17320],1,4687.0
858,2023-10-21,CAUSAS NATURALES/EMBATE DE MAR,Girona,7807.0,2,"[17251, 17252]",2,3903.5
859,2023-11-03,CAUSAS NATURALES/EMBATE DE MAR,Girona,5118.0,1,[17300],1,5118.0
860,2023-05-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,4925.0,1,[17114],1,4925.0
862,2023-05-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,22725.0,8,[17403],2,11362.5
866,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,5283.0,5,"[17800, 17001, 17858, 17003]",4,1320.75
867,2023-06-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,6588.0,1,[17488],1,6588.0
868,2023-06-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,9667.0,1,[17820],1,9667.0
869,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,87673.0,17,"[17457, 17813, 17457, 17179, 17813, 17813, 17458, 17179, 17813, 17457, 17457, 17179, 17458, 17813, 17457, 17179, 17813]",1,87673.0
870,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,3346.0,1,[17250],1,3346.0
871,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,3760.0,2,"[17003, 17004]",1,3760.0
872,2023-07-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,30710.0,8,"[17844, 17844, 17820, 17100, 17820, 17111, 17100, 17100]",1,30710.0
873,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,10421.0,3,"[17253, 17480, 17840]",1,10421.0
875,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,311770.0,74,"[17248, 17249, 17250, 17251, 17220, 17124, 17255, 17320, 17256, 17003, 17486, 17200, 17404, 17246]",2,155885.0
876,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,5805.0,1,[17310],1,5805.0
877,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,59900.0,1,[17310],1,59900.0
878,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,17288.0,1,[17255],1,17288.0
883,2023-01-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,52497.0,65,"[17441, 17160, 17161, 17451, 17101, 17489, 17490, 17430, 17400, 17401, 17403, 17404, 17406]",5,10499.4
886,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,18109.0,24,"[17700, 17220, 17707, 17708, 17489, 17490, 17780, 17492, 17430, 17750, 17496]",3,6036.333333333333
887,2023-04-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,1693.0,1,[17142],1,1693.0
888,2023-08-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,816.0,2,"[17497, 17700]",1,816.0
890,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,2352.0,6,"[17401, 17869, 17406]",2,1176.0
895,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,46282.0,88,"[17152, 17160, 17162, 17164, 17166, 17430, 17180, 17700, 17451, 17199, 17840, 17458, 17481, 17869, 17490, 17241, 17497, 17002, 17003, 17004, 17005, 17006, 17007, 17400, 17401, 17403, 17404, 17406, 17535]",5,9256.4
897,2023-11-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,1698.0,3,"[17497, 17753, 17404]",2,849.0
898,2023-12-14,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Girona,9537.0,3,"[17490, 17490, 17490]",1,9537.0
899,2023-05-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,1137.0,1,[18230],1,1137.0
900,2023-05-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,566.0,1,[18230],1,566.0
902,2023-05-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,20913.0,14,"[18690, 18150, 18151, 18130, 18140]",2,10456.5
905,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,346763.0,5,"[18150, 18850, 18563, 18230]",3,115587.66666666667
917,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,1283094.0,525,"[18816, 18560, 18830, 18194, 18195, 18450, 18197, 18200, 18210, 18339, 18858, 18220, 18230, 18360, 18110, 18370, 18130, 18003, 18009, 18010, 18011, 18012, 18013, 18014, 18015, 18815]",12,106924.5
918,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,9715.0,5,"[18800, 18800, 18195, 18810, 18810]",1,9715.0
920,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,30786.0,21,"[18340, 18538, 18220, 18320, 18290, 18101, 18230, 18270]",2,15393.0
921,2023-08-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,1834.0,1,[18220],1,1834.0
923,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,21388.0,8,"[18690, 18760, 18570, 18730, 18700]",2,10694.0
924,2023-09-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,62498.0,17,"[18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18270, 18518]",1,62498.0
927,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,49615.0,36,"[18150, 18151, 18630, 18640, 18620, 18195, 18100, 18194, 18198, 18199, 18140, 18110]",3,16538.333333333332
929,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,4658.0,3,"[18193, 18195, 18151]",2,2329.0
934,2023-01-18,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,10139.0,18,"[18400, 18850, 18820, 18181, 18191, 18512, 18511, 18514, 18451, 18517, 18518, 18680]",5,2027.8
935,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,57.0,1,[18193],1,57.0
936,2023-09-03,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,61.0,1,[18152],1,61.0
937,2023-09-06,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,1389.0,1,[18730],1,1389.0
945,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,1540308.0,2001,"[18181, 18190, 18191, 18192, 18193, 18194, 18320, 18196, 18198, 18199, 18080, 18130, 18860, 18100, 18614, 18870, 18620, 18110, 18500, 18004, 18630, 18128, 18120, 18002, 18125, 18127, 18512, 18640, 18001, 18003, 18516, 18005, 18006, 18007, 18008, 18518, 18010, 18011, 18140, 18013, 18014, 18015, 18012, 18656, 18657, 18650, 18016, 18770, 18150, 18151, 18152, 18400, 18410, 18800, 18160, 18418, 18009, 18519, 18810]",8,192538.5
951,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,265572.0,233,"[18816, 18817, 18820, 18181, 18700, 18830, 18193, 18708, 18196, 18711, 18840, 18720, 18850, 18600, 18730, 18858, 18860, 18480, 18740, 18613, 18870, 18614, 18430, 18750, 18880, 18500, 18760, 18891, 18511, 18512, 18514, 18516, 18518, 18519, 18140, 18400, 18152, 18413, 18414, 18670, 18800, 18417, 18418, 18420, 18810, 18814]",6,44262.0
952,2023-12-08,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,351.0,1,[18400],1,351.0
953,2023-01-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,168.0,1,[19185],1,168.0
954,2023-03-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,6997.0,1,[19180],1,6997.0
955,2023-05-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,4100.0,6,"[19200, 19200, 19200, 19200, 19200, 19200]",1,4100.0
956,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,968.0,1,[19200],1,968.0
957,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,481.0,1,[19141],1,481.0
960,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,78862.0,17,"[19200, 19141, 19174, 19117, 19160, 19162]",3,26287.333333333332
961,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,482.0,1,[19208],1,482.0
962,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,68080.0,8,"[19160, 19160, 19160, 19160, 19160, 19002, 19002, 19160]",1,68080.0
963,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,14986.0,5,"[19117, 19117, 19332, 19332, 19410]",1,14986.0
964,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,1945.0,1,[19295],1,1945.0
968,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,193010.0,84,"[19200, 19170, 19171, 19174, 19111, 19209, 19197, 19113, 19119, 19187, 19190, 19320, 19162, 19290, 19004, 19005]",4,48252.5
972,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,10038.0,6,"[19200, 19161, 19005, 19111]",4,2509.5
979,2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,469871.0,164,"[19200, 19208, 19209, 19490, 19115, 19000, 19001, 19002, 19003, 19004, 19133, 19005, 19290, 19162, 19171, 19174, 19180, 19185, 19198]",7,67124.42857142857
981,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,210721.0,27,"[19200, 19170, 19171, 19208, 19180, 19248, 19185, 19187, 19194, 19162, 19002, 19004, 19005]",2,105360.5
983,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,7926.0,3,"[19185, 19170]",2,3963.0
986,2023-12-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,80864.0,19,"[19170, 19171, 19174, 19208, 19180, 19185, 19194, 19005, 19198]",3,26954.666666666668
987,2023-01-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Guadalajara,270.0,1,[19275],1,270.0
988,2023-11-02,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Guadalajara,1332.0,3,"[19270, 19222, 19270]",1,1332.0
989,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Guadalajara,1025.0,2,"[19270, 19275]",1,1025.0
990,2023-04-19,CAUSAS NATURALES/EMBATE DE MAR,Huelva,413.0,1,[21449],1,413.0
991,2023-09-30,CAUSAS NATURALES/EMBATE DE MAR,Huelva,150.0,1,[21449],1,150.0
992,2023-10-22,CAUSAS NATURALES/EMBATE DE MAR,Huelva,40667.0,2,"[21449, 21100]",1,40667.0
993,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,1328.0,1,[21250],1,1328.0
994,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,814.0,1,[21280],1,814.0
995,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,1744.0,1,[21120],1,1744.0
996,2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,6602.0,1,[21001],1,6602.0
1003,2023-10-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,3410456.0,812,"[21120, 21122, 21639, 21640, 21001, 21002, 21003, 21004, 21005, 21006, 21007, 21130, 21400, 21660, 21280, 21409, 21410, 21800, 21420, 21430, 21819, 21820, 21440, 21449, 21450, 21459, 21590, 21340, 21600, 21860, 21610, 21100, 21620, 21110, 21500, 21630]",7,487208.0
1005,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,91388.0,28,"[21120, 21001, 21002, 21610, 21450, 21005, 21840, 21620, 21110, 21400, 21500]",2,45694.0
1006,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,355.0,1,[21410],1,355.0
1007,2023-11-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,1276.0,1,[21002],1,1276.0
1009,2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,2359.0,3,"[21320, 21410, 21500]",2,1179.5
1017,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huelva,2336790.0,838,"[21760, 21440, 21730, 21449, 21001, 21710, 21750, 21400]",8,292098.75
1018,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,453.0,1,[22600],1,453.0
1020,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,442426.0,20,"[22210, 22411, 22413, 22415, 22131, 22300]",2,221213.0
1021,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,906.0,1,[22300],1,906.0
1023,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,28320.0,7,"[22400, 22436, 22600, 22700, 22590]",2,14160.0
1025,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,2637.0,5,"[22001, 22002, 22004, 22005]",2,1318.5
1028,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,2987.0,3,"[22870, 22004, 22710]",3,995.6666666666666
1029,2023-06-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,2926.0,3,"[22510, 22510, 22535]",1,2926.0
1030,2023-07-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,30598.0,11,"[22600, 22520, 22520, 22520, 22520, 22520, 22520, 22520, 22520, 22520, 22520]",1,30598.0
1031,2023-07-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,4084.0,1,[22194],1,4084.0
1032,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,15630.0,3,"[22005, 22600, 22001]",1,15630.0
1033,2023-08-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,3520.0,3,"[22005, 22005, 22005]",1,3520.0
1036,2023-08-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,14505.0,7,"[22466, 22468, 22469, 22440, 22449, 22870]",3,4835.0
1039,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,6432.0,4,"[22809, 22810, 22467]",3,2144.0
1040,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,92.0,1,[22330],1,92.0
1041,2023-10-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,4764.0,1,[22350],1,4764.0
1042,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,3750.0,2,"[22880, 22870]",1,3750.0
1044,2023-11-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,123064.0,16,"[22665, 22730, 22700, 22640, 22870, 22712]",2,61532.0
1045,2023-11-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,37769.0,1,[22640],1,37769.0
1046,2023-11-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,4120.0,2,"[22370, 22370]",1,4120.0
1047,2023-12-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,4663.0,1,[22880],1,4663.0
1056,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,268726.0,193,"[22661, 22150, 22666, 22163, 22440, 22700, 22193, 22450, 22451, 22452, 22449, 22710, 22714, 22463, 22720, 22336, 22338, 22466, 22340, 22469, 22467, 22600, 22730, 22860, 22612, 22613, 22870, 22360, 22361, 22363, 22364, 22370, 22373, 22630, 22376, 22378, 22636, 22637, 22639, 22640]",9,29858.444444444445
1057,2023-07-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,4240.0,5,"[22760, 22760, 22760, 22761, 22760]",1,4240.0
1061,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,11469.0,7,"[22467, 22340, 22728, 22600, 22440, 22365, 22463]",4,2867.25
1062,2023-10-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,2220.0,2,"[22720, 22487]",1,2220.0
1063,2023-10-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,57.0,1,[22700],1,57.0
1068,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,13722.0,18,"[22340, 22662, 22791, 22600, 22888, 22700, 22639, 22640, 22193, 22450, 22520, 22714, 22588]",5,2744.4
1070,2023-11-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,2480.0,5,"[22720, 22661, 22790, 22630, 22440]",2,1240.0
1073,2023-01-18,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,21389.0,3,"[7181, 7638, 7710]",3,7129.666666666667
1074,2023-01-20,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,7597.0,3,"[7711, 7711, 7711]",1,7597.0
1075,2023-02-09,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,3926.0,1,[7711],1,3926.0
1077,2023-02-28,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,31139.0,3,"[7579, 7460, 7590]",2,15569.5
1078,2023-09-03,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,13969.0,1,[7817],1,13969.0
1080,2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,327948.0,8,"[7014, 7015, 7180, 7150, 7157, 7830, 7160, 7610]",2,163974.0
1081,2023-11-05,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,22669.0,2,"[7610, 7181]",1,22669.0
1082,2023-01-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,726.0,1,[7340],1,726.0
1083,2023-01-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,4063.0,1,[7400],1,4063.0
1084,2023-02-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,3803.0,1,[7589],1,3803.0
1089,2023-03-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,2060102.0,259,"[7680, 7170, 7300, 7559, 7688, 7560, 7310, 7311, 7312, 7313, 7314, 7570, 7316, 7184, 7315, 7440, 7190, 7193, 7194, 7195, 7580, 7196, 7579, 7200, 7458, 7460, 7208, 7209, 7210, 7469, 7470, 7100, 7110, 7500, 7120, 7001, 7006, 7519, 7008, 7010, 7011, 7400, 7144, 7530, 7660, 7150, 7540, 7669, 7160, 7420, 7550]",5,412020.4
1092,2023-03-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,31062.0,4,"[7194, 7108, 7109, 7590]",3,10354.0
1093,2023-03-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,10070.0,1,[7010],1,10070.0
1094,2023-04-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,2203.0,1,[7500],1,2203.0
1095,2023-04-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,1460.0,1,[7580],1,1460.0
1096,2023-05-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,8460.0,1,[7830],1,8460.0
1097,2023-05-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,9224.0,1,[7120],1,9224.0
1098,2023-05-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,22367.0,3,"[7400, 7400, 7458]",1,22367.0
1100,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,3666.0,2,"[7260, 7141]",2,1833.0
1102,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,15040.0,10,"[7141, 7820, 7600, 7830, 7320, 7610, 7198]",2,7520.0
1107,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,177515.0,41,"[7140, 7012, 7142, 7143, 7208, 7144, 7210, 7620, 7760, 7260, 7230]",5,35503.0
1108,2023-06-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,3035.0,1,[7210],1,3035.0
1109,2023-06-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,2880.0,1,[7450],1,2880.0
1110,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,3190.0,1,[7469],1,3190.0
1112,2023-08-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,42450.0,5,"[7800, 7817, 7830]",2,21225.0
1115,2023-08-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,299047.0,75,"[7300, 7310, 7312, 7313, 7570, 7440, 7316, 7194, 7579, 7580, 7458, 7460, 7590, 7850, 7210, 7469, 7470, 7740, 7100, 7108, 7109, 7760, 7769, 7008, 7012, 7013, 7014, 7400, 7160, 7420, 7550]",3,99682.33333333333
1118,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,18077.0,6,"[7814, 7830, 7800, 7100, 7740]",3,6025.666666666667
1120,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,3926.0,2,"[7193, 7009]",2,1963.0
1123,2023-09-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,713279.0,88,"[7680, 7009, 7010, 7011, 7650, 7013, 7141, 7015, 7014, 7180, 7181, 7150, 7120, 7760, 7184, 7003, 7420]",3,237759.66666666666
1125,2023-09-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,23387.0,2,"[7180, 7260]",2,11693.5
1126,2023-10-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,2504.0,2,"[7011, 7560]",1,2504.0
1129,2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,336539.0,70,"[7680, 7300, 7559, 7560, 7315, 7702, 7190, 7710, 7340, 7360, 7110, 7005, 7006, 7007, 7011, 7013, 7530, 7540, 7420, 7550]",3,112179.66666666667
1130,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,14289.0,1,[7180],1,14289.0
1131,2023-10-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,4825.0,1,[7011],1,4825.0
